08:00:32:  自动播放
15:53:39:  E:\深圳出差\44\Applications\FlowControl\TrackSensor\TrackSensor.c • (44) - Sublime Text (UNREGISTERED)
15:53:49:  E:\深圳出差\44\Applications\FlowControl\TrackSensor\TrackSensor.c (44) - Sublime Text (UNREGISTERED)
15:53:54:  E:\深圳出差\44\Applications\FlowControl\TrackSensor\TrackSensor.c • (44) - Sublime Text (UNREGISTERED)
15:54:09:  E:\深圳出差\44\Applications\FlowControl\TrackSensor\TrackSensor.c (44) - Sublime Text (UNREGISTERED)
15:54:19:  E:\深圳出差\44\Project\k64_rtt.uvprojx - μVision
15:54:34:  Decode
15:54:39:  深圳出差
15:54:44:  44
15:54:49:  E:\深圳出差\44\Tools\CreateJK.exe
15:54:54:  CRS调测工具（研发版）V1.0.2.1
15:57:29:  Tools
15:57:39:  本地磁盘 (F:)
15:57:49:  本地磁盘 (F:) (未响应)
15:58:34:  weibopinglun
15:58:39:  新建文件夹 (3)
15:58:49:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:59:34:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:58:34:  weibopinglun
15:58:39:  新建文件夹 (3)
15:58:49:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:59:34:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:00:09:  *Python 3.7.3 Shell*
16:00:14:  data:, - Google Chrome
16:00:19:  注册 | 币安 - Google Chrome
16:00:29:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:00:34:  data:, - Google Chrome
16:00:39:  YOPmail : 临时、匿名的免费邮箱地址。 - Google Chrome
16:00:44:  YOPmail - Google Chrome
16:00:54:  Python 3.7.3 Shell
16:00:59:  跳转列表
16:01:14:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:01:19:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:01:54:  Python 3.7.3 Shell
16:01:59:  data:, - Google Chrome
16:02:04:  注册 | 币安 - Google Chrome
16:02:14:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:02:19:  YOPmail : 临时、匿名的免费邮箱地址。 - Google Chrome
16:02:29:  YOPmail - Google Chrome
16:02:49:  Python 3.7.3 Shell
16:02:59:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:03:04:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:03:09:  *Python 3.7.3 Shell*
16:03:14:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:03:19:  注册 | 币安 - Google Chrome
16:03:29:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:03:34:  YOPmail : 临时、匿名的免费邮箱地址。 - Google Chrome
16:03:39:  YOPmail - Google Chrome
16:03:59:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:04:24:  https://accounts.binancezh.pro/cn/verification-register/email?email=8189777%40yopmail.com - Google Chrome
16:04:29:  YOPmail : 临时、匿名的免费邮箱地址。 - Google Chrome
16:04:34:  YOPmail - Google Chrome
16:05:09:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:05:34:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:05:55:  Python 3.7.3 Shell
16:06:00:  selenium.common.exceptions.TimeoutException: Message_百度搜索 - Google Chrome
16:06:10:  python selenium-webdriver 等待时间（七） - 梦雨情殇 - 博客园 - Google Chrome
16:06:15:  (4条消息) selenium.common.exceptions.TimeoutException: Message:问题解决_Goldfish_MIAO的博客-CSDN博客 - Google Chrome
16:06:25:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:06:45:  新标签页 - Google Chrome
16:06:50:  selenium.common.exceptions.TimeoutException: Message_百度搜索 - Google Chrome
16:06:55:  selenium.common.exceptions.TimeoutException: Message: u'timeout\n解决办法_爬虫王者的博客-CSDN博客 - Google Chrome
16:07:00:  selenium.common.exceptions.TimeoutException: Message_百度搜索 - Google Chrome
16:07:14:  selenium.common.exceptions.TimeoutException: Message:_实战问答 - Google Chrome
16:07:24:  selenium.common.exceptions.TimeoutException: Message_百度搜索 - Google Chrome
16:07:29:  selenium.common.exceptions.TimeoutException: Message: Screenshot: available via screen - xzysaber - 博客园 - Google Chrome
16:07:34:  selenium.common.exceptions.TimeoutException: Message_百度搜索 - Google Chrome
16:07:39:  Python 3.7.3 Shell
16:07:44:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:07:54:  Python 3.7.3 Shell
16:07:59:  data:, - Google Chrome
16:08:04:  注册 | 币安 - Google Chrome
16:08:34:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:08:39:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:08:44:  注册 | 币安 - Google Chrome
16:08:49:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:08:54:  YOPmail : 临时、匿名的免费邮箱地址。 - Google Chrome
16:09:09:  YOPmail - Google Chrome
16:09:14:  Python 3.7.3 Shell
16:09:24:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:09:59:  1_需求申请人_测试需求通知单II类提交 - Internet Explorer
16:10:04:  selenium By八种方式定位元素_嘿菇凉的博客-CSDN博客 - Internet Explorer
16:10:34:  锁屏状态
16:10:39:  selenium By八种方式定位元素_嘿菇凉的博客-CSDN博客 - Google Chrome
16:10:44:  (4条消息) selenium By八种方式定位元素_嘿菇凉的博客-CSDN博客 - Google Chrome
16:10:59:  历史记录 - Google Chrome
16:11:04:  关于selenium中的三种等待方式与EC模块的知识_chencong_5555的博客-CSDN博客 - Google Chrome
16:11:09:  (4条消息) 关于selenium中的三种等待方式与EC模块的知识_chencong_5555的博客-CSDN博客 - Google Chrome
16:11:19:  历史记录 - Google Chrome
16:11:24:  selenium WebDriverWait - 致远方 - 博客园 - Google Chrome
16:11:29:  等待presence_of_element_located - 金竹多多 - 博客园 - Google Chrome
16:11:34:  历史记录 - Google Chrome
16:11:49:  (4条消息) python selenium2 中的显示等待WebDriverWait与条件判断expected_conditions举例_Caric_Lee的博客-CSDN博客 - Google Chrome
16:11:54:  所有笔记本 - 张开发 - 印象笔记
16:11:59:  (4条消息) python selenium2 中的显示等待WebDriverWait与条件判断expected_conditions举例_Caric_Lee的博客-CSDN博客 - Google Chrome
16:13:44:  无标题 - Google Chrome
16:13:49:  (4条消息) python selenium2 中的显示等待WebDriverWait与条件判断expected_conditions举例_Caric_Lee的博客-CSDN博客 - Google Chrome
16:13:54:  (4条消息) Selenium2中，WebDriverWait中expected_conditions.element_to_be_clickable（）参数传递_Chialin的博客-CSDN博客_element_to_be_clickable - Google Chrome
16:13:59:  (4条消息) 判断元素16种方法expected_conditions_Hi_Shook的博客-CSDN博客 - Google Chrome
16:14:44:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:14:54:  (4条消息) 判断元素16种方法expected_conditions_Hi_Shook的博客-CSDN博客 - Google Chrome
16:14:44:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:14:54:  (4条消息) 判断元素16种方法expected_conditions_Hi_Shook的博客-CSDN博客 - Google Chrome
16:15:09:  百度一下，你就知道 - Google Chrome
16:15:14:  (4条消息) 1113Selenium web自动化测试经验分享-frame切换时的定位、expected_conditions模块的frame_to_be_available_and_switch_to_it()_zyooooxie的博客-CSDN博客 - Google Chrome
16:16:54:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:17:39:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:17:44:  无标题 - Google Chrome
16:17:49:  注册 | 币安 - Google Chrome
16:18:04:  无标题 - Google Chrome
16:18:09:  YOPmail : 临时、匿名的免费邮箱地址。 - Google Chrome
16:18:24:  YOPmail - Google Chrome
16:18:59:  *Python 3.7.3 Shell*
16:19:19:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:19:49:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:19:54:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:19:59:  data:, - Google Chrome
16:20:04:  注册 | 币安 - Google Chrome
16:20:19:  data:, - Google Chrome
16:20:24:  YOPmail : 临时、匿名的免费邮箱地址。 - Google Chrome
16:20:34:  YOPmail - Google Chrome
16:20:39:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:20:44:  跳转列表
16:20:49:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:20:54:  注册 | 币安 - Google Chrome
16:21:09:  data:, - Google Chrome
16:21:19:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:21:34:  Python 3.7.3 Shell
16:21:39:  跳转列表
16:21:49:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:21:59:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:22:10:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:22:15:  Python 3.7.3 Shell
16:22:20:  data:, - Google Chrome
16:22:25:  注册 | 币安 - Google Chrome
16:22:55:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:23:05:  注册 | 币安 - Google Chrome
16:23:10:  https://accounts.binancezh.pro/cn/verification-register/email?email=4030517%40yopmail.com - Google Chrome
16:23:15:  YOPmail : 临时、匿名的免费邮箱地址。 - Google Chrome
16:23:20:  YOPmail - Google Chrome
16:23:35:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:24:10:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:24:25:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:24:35:  *Python 3.7.3 Shell*
16:24:40:  YOPmail - Google Chrome
16:24:45:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:24:55:  *Python 3.7.3 Shell*
16:25:00:  https://accounts.binancezh.pro/cn/register - Google Chrome
16:25:05:  注册 | 币安 - Google Chrome
16:25:25:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:25:30:  YOPmail : 临时、匿名的免费邮箱地址。 - Google Chrome
16:25:35:  YOPmail - Google Chrome
16:26:10:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:26:25:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:26:35:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:26:40:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:27:15:  https://accounts.binancezh.pro/cn/verification-register/email?email=5660934%40yopmail.com - Google Chrome
16:27:25:  YOPmail - Google Chrome
16:27:35:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:28:05:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:28:15:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:28:30:  无标题 - Google Chrome
16:28:35:  注册 | 币安 - Google Chrome
16:28:50:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:29:35:  YOPmail - Google Chrome
16:29:45:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:28:05:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:28:15:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:28:30:  无标题 - Google Chrome
16:28:35:  注册 | 币安 - Google Chrome
16:28:50:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:29:35:  YOPmail - Google Chrome
16:29:45:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:30:15:  Python 3.7.3 Shell
16:30:20:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:30:25:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:30:30:  Python 3.7.3 Shell
16:30:35:  data:, - Google Chrome
16:30:40:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:31:00:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:31:05:  注册 | 币安 - Google Chrome
16:31:25:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:31:30:  data:, - Google Chrome
16:31:35:  YOPmail - Google Chrome
16:31:50:  https://accounts.binancezh.pro/cn/verification-register/email?email=6797494%40yopmail.com - Google Chrome
16:32:00:  Python 3.7.3 Shell
16:32:15:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:32:40:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:32:50:  无标题 - Google Chrome
16:32:55:  注册 | 币安 - Google Chrome
16:33:00:  Python 3.7.3 Shell
16:33:10:  data:, - Google Chrome
16:33:15:  注册 | 币安 - Google Chrome
16:33:35:  data:, - Google Chrome
16:33:40:  YOPmail - Google Chrome
16:33:45:  https://accounts.binancezh.pro/cn/verification-register/email?email=7647836%40yopmail.com - Google Chrome
16:34:00:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:34:15:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:34:55:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:35:00:  注册 | 币安 - Google Chrome
16:35:15:  data:, - Google Chrome
16:35:20:  *Python 3.7.3 Shell*
16:35:25:  YOPmail : 临时、匿名的免费邮箱地址。 - Google Chrome
16:35:30:  YOPmail - Google Chrome
16:35:35:  https://accounts.binancezh.pro/cn/verification-register/email?email=1151745%40yopmail.com - Google Chrome
16:35:40:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:35:45:  Tools
16:35:50:  Program Manager
16:35:55:  计算机
16:36:00:  计算机 (未响应)
16:36:15:  计算机
16:37:20:  本地磁盘 (F:)
16:37:25:  新建文件夹 (3)
16:37:30:  IP.txt - 记事本
16:37:35:  新建文件夹 (3)
16:37:45:  印象笔记
16:37:55:  新建文件夹 (3)
16:38:00:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:38:15:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:38:30:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:38:35:  data:, - Google Chrome
16:38:40:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:38:45:  *Python 3.7.3 Shell*
16:38:50:  data:, - Google Chrome
16:39:00:  K64_12345678_20201126152644.log - [No filter file]* - TextAnalysisTool.NET
16:39:15:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:39:20:  data:, - Google Chrome
16:39:25:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:39:30:  Save Before Run or Check
16:39:35:  data:, - Google Chrome
16:39:40:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:39:45:  (4条消息) 1113Selenium web自动化测试经验分享-frame切换时的定位、expected_conditions模块的frame_to_be_available_and_switch_to_it()_zyooooxie的博客-CSDN博客 - Google Chrome
16:39:55:  frame_to_be_available_and_switch_to_it_百度搜索 - Google Chrome
16:40:05:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:40:10:  frame_to_be_available_and_switch_to_it_百度搜索 - Google Chrome
16:40:15:  selenium 小窗口_百度搜索 - Google Chrome
16:40:20:  selenium之窗口操作 - 小青~ - 博客园 - Google Chrome
16:40:35:  Selenium入门系列2 窗口大小控制 - dinghanhua - 博客园 - Google Chrome
16:40:50:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:40:55:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:41:05:  data:, - Google Chrome
16:41:10:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:41:15:  Selenium入门系列2 窗口大小控制 - dinghanhua - 博客园 - Google Chrome
16:41:25:  Python 3.7.3 Shell
16:41:30:  *Python 3.7.3 Shell*
16:41:35:  Selenium入门系列2 窗口大小控制 - dinghanhua - 博客园 - Google Chrome
16:41:45:  百度一下，你就知道 - Google Chrome
16:41:55:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:42:00:  百度一下，你就知道 - Google Chrome
16:42:15:  Selenium学习笔记||十九、改变窗口大小 - lixinhang - 博客园 - Google Chrome
16:42:30:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:42:45:  Selenium学习笔记||十九、改变窗口大小 - lixinhang - 博客园 - Google Chrome
16:43:00:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:43:10:  网易有道词典
16:43:20:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:43:25:  无标题 - Google Chrome
16:43:30:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:43:35:  data:, - Google Chrome
16:43:45:  Python 3.7.3 Shell
16:43:50:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:43:55:  无标题 - Google Chrome
16:44:00:  accounts.binancezh.pro - Google Chrome
16:44:10:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:44:15:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:44:20:  Python 3.7.3 Shell
16:44:25:  data:, - Google Chrome
16:44:30:  Kill?
16:44:45:  http://proxy.httpdaili.com/apinew.asp?sl=3&noinfo=true&ddbh=1393368050533637424 - Internet Explorer
16:44:50:  所有笔记本 - 张开发 - 印象笔记
16:44:55:  K64_12345678_20201126152644.log - [No filter file]* - TextAnalysisTool.NET
16:44:10:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:44:15:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:44:20:  Python 3.7.3 Shell
16:44:25:  data:, - Google Chrome
16:44:30:  Kill?
16:44:45:  http://proxy.httpdaili.com/apinew.asp?sl=3&noinfo=true&ddbh=1393368050533637424 - Internet Explorer
16:44:50:  所有笔记本 - 张开发 - 印象笔记
16:44:55:  K64_12345678_20201126152644.log - [No filter file]* - TextAnalysisTool.NET
16:46:05:  Selenium学习笔记||十九、改变窗口大小 - lixinhang - 博客园 - Google Chrome
16:46:10:  (4条消息) 判断元素16种方法expected_conditions_Hi_Shook的博客-CSDN博客 - Google Chrome
16:46:15:  所有笔记本 - 张开发 - 印象笔记
16:46:20:  proxy.httpdaili.com/apinew.asp?sl=3&noinfo=true&ddbh=1393368050533637424 - Google Chrome
16:46:25:  IP.txt - 记事本
16:46:30:  proxy.httpdaili.com/apinew.asp?sl=3&noinfo=true&ddbh=1393368050533637424 - Google Chrome
16:46:35:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:46:40:  data:, - Google Chrome
16:46:45:  注册 | 币安 - Google Chrome
16:47:00:  data:, - Google Chrome
16:47:05:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:47:10:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:47:15:  YOPmail - Google Chrome
16:47:20:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:47:30:  跳转列表
16:47:35:  proxy.httpdaili.com/apinew.asp?sl=3&noinfo=true&ddbh=1393368050533637424 - Google Chrome
16:47:40:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:48:00:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:48:20:  注册.txt - 记事本
16:48:25:  新建文件夹 (3)
16:48:30:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:48:35:  *Python 3.7.3 Shell*
16:48:40:  data:, - Google Chrome
16:48:45:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:48:55:  注册 | 币安 - Google Chrome
16:49:00:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:49:05:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:49:10:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:49:15:  https://accounts.binancezh.pro/cn/register - Google Chrome
16:49:20:  注册 | 币安 - Google Chrome
16:49:25:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:49:30:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:49:50:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:49:55:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:50:00:  *Python 3.7.3 Shell*
16:50:05:  data:, - Google Chrome
16:50:10:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:50:30:  百度一下，你就知道 - Google Chrome
16:50:35:  Python+Selenium自动化篇-3-设置浏览器大小、刷新页面、前进和后退 - Jason笔记本 - 博客园 - Google Chrome
16:50:45:  selenium.获取浏览器大小、设置浏览器位置、最大化浏览器 - yonugleesin - 博客园 - Google Chrome
16:51:05:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:51:10:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:51:15:  data:, - Google Chrome
16:51:25:  无标题 - Google Chrome
16:51:30:  data:, - Google Chrome
16:51:35:  Kill?
16:51:40:  所有笔记本 - 张开发 - 印象笔记
16:51:45:  新标签页 - Google Chrome
16:51:50:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:51:55:  data:, - Google Chrome
16:52:00:  注册 | 币安 - Google Chrome
16:52:15:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:52:25:  百度一下，你就知道 - Google Chrome
16:52:40:  selenium c_百度搜索 - Google Chrome
16:52:45:  selenium窗口操作-打开切换窗口,指定窗口位置、大小等-python中国网 - Google Chrome
16:53:05:  K64_12345678_20201126152644.log - [No filter file]* - TextAnalysisTool.NET
16:53:15:  selenium窗口操作-打开切换窗口,指定窗口位置、大小等-python中国网 - Google Chrome
16:53:40:  selenium 窗口位置_百度搜索 - Google Chrome
16:53:50:  Selenium 多窗口元素定位处理_园荐_博客园 - Google Chrome
16:53:55:  Selenium 多窗口元素定位处理 - 后知者 - 博客园 - Google Chrome
16:54:15:  selenium 窗口位置_百度搜索 - Google Chrome
16:54:20:  https://www.baidu.com/link?url=S-57J2hPVtz3m6UAx6f1EOr09E0E81fdKrkiaMgndFRWgyeXUzo1c2ixcp3TOJ9b&wd=&eqid=8ecf47a10003a8d5000000025fbf6cd8 - Google Chrome
16:54:25:  使用Selenium WebDriver获取网页的屏幕位置 - 编程之家 - Google Chrome
16:54:35:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:54:50:  百度一下，你就知道 - Google Chrome
16:55:00:  selenium窗口操作-打开切换窗口,指定窗口位置、大小等-python中国网 - Google Chrome
16:55:05:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:55:10:  selenium窗口操作-打开切换窗口,指定窗口位置、大小等-python中国网 - Google Chrome
16:55:20:  selenium 窗口位置_百度搜索 - Google Chrome
16:55:25:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:55:55:  data:, - Google Chrome
16:56:00:  Python 3.7.3 Shell
16:56:05:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:56:15:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:56:20:  data:, - Google Chrome
16:56:25:  *Python 3.7.3 Shell*
16:56:30:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:56:40:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:56:50:  *Python 3.7.3 Shell*
16:56:55:  data:, - Google Chrome
16:57:00:  所有笔记本 - 张开发 - 印象笔记
16:57:05:  Kill?
16:57:10:  proxy.httpdaili.com/apinew.asp?sl=3&noinfo=true&ddbh=1393368050533637424 - Google Chrome
16:57:15:  新建文件夹 (3)
16:57:25:  K64_12345678_20201126152644.log - [No filter file]* - TextAnalysisTool.NET
16:58:00:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:58:05:  *Python 3.7.3 Shell*
16:58:10:  data:, - Google Chrome
16:58:15:  注册 | 币安 - Google Chrome
16:58:25:  *Python 3.7.3 Shell*
16:58:30:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:58:55:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
